사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,위반내용,전화번호,대표자명,환경오염위반유형구분명,데이터기준일자,제공기관코드,제공기관명
대우금속공업사,부산광역시,사하구,부산광역시 사하구 다산로225번길 12,부산광역시 사하구 장림동 1088-16,35.0726929626,128.9538131921,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-262-4182,,수질,2026-01-16,3340000,부산광역시 사하구
대영정기,부산광역시,사하구,부산광역시 사하구 다산로 227,부산광역시 사하구 장림동 1088-12,35.0731096964,128.9548571,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
대림금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 17,부산광역시 사하구 장림동 1087-13,35.07290905,128.9532968312,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
대경화학㈜,부산광역시,사하구,부산광역시 사하구 다산로226번길 33,부산광역시 사하구 장림동 1089-3,35.0749138958,128.9558352,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-263-1490,,수질,2026-01-16,3340000,부산광역시 사하구
나래금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 31,부산광역시 사하구 장림동 1087-8,35.07407893,128.9529851265,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
금화금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 24,부산광역시 사하구 장림동 1088-9,35.0736112837,128.9537329,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-265-9725,,수질,2026-01-16,3340000,부산광역시 사하구
금강엘엠이,부산광역시,사하구,부산광역시 사하구 다산로225번길 44,부산광역시 사하구 장림동 1088-17,35.07525038,128.9532534,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-266-2650,,수질,2026-01-16,3340000,부산광역시 사하구
금강금속도금㈜지점,부산광역시,사하구,부산광역시 사하구 다산로225번길 38,부산광역시 사하구 장림동 1088-3,35.0745635349,128.9536363612,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-266-8384,,수질,2026-01-16,3340000,부산광역시 사하구
금강금속도금㈜,부산광역시,사하구,부산광역시 사하구 다산로225번길 6,부산광역시 사하구 장림동 1088-13,35.0730477929,128.954638752,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-266-8384,,수질,2026-01-16,3340000,부산광역시 사하구
국제화학,부산광역시,사하구,부산광역시 사하구 다산로225번길 31,부산광역시 사하구 장림동 1087-8,35.07407893,128.9529851265,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-264-1592,,수질,2026-01-16,3340000,부산광역시 사하구
국제공업사,부산광역시,사하구,부산광역시 사하구 다산로225번길 39,부산광역시 사하구 장림동 1087-5,35.07480391,128.9526627225,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-264-5705,,수질,2026-01-16,3340000,부산광역시 사하구
경원화학 장림지점,부산광역시,사하구,부산광역시 사하구 다산로225번길 35,부산광역시 사하구 장림동 1087-6,35.07456228,128.9528975,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
경원화학,부산광역시,사하구,부산광역시 사하구 다산로225번길 15,부산광역시 사하구 장림동 1087-14,35.07274534,128.9533705,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
BJ Tech,부산광역시,사하구,부산광역시 사하구 다산로225번길 45,부산광역시 사하구 장림동 1087-3,35.0752522698,128.9528449794,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
㈜태일엠텍,부산광역시,사하구,부산광역시 사하구 다산로 47,부산광역시 사하구 다대동 1515-14,35.05724597,128.9588666373,폐수배출시설 및 방지시설 운영일지 미작성,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
의료법인 성진의료재단 동산요양병원,부산광역시,사하구,부산광역시 사하구 낙동대로216번길 10,부산광역시 사하구 괴정동 1003,35.1008130879,128.9933387714,폐수배출시설 및 방지시설 변경신고 미이행,051-204-1133,,수질,2026-01-16,3340000,부산광역시 사하구
주식회사 에스포금속,부산광역시,사하구,부산광역시 사하구 하신중앙로3번길 110,부산광역시 사하구 장림동 980-20,35.07753389,128.9579197,폐수배출시설 변경신고 미이행,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
㈜가남환경,부산광역시,사하구,부산광역시 사하구 다산로208번길 38,부산광역시 사하구 장림동 914-35,35.07171161,128.9595954,폐수운영일지 미작성,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
㈜코메론,부산광역시,사하구,부산광역시 사하구 장평로 73,부산광역시 사하구 장림동 575,35.072633305,128.9727788885,폐수배출시설(방지시설) 변경신고 미이행,051-290-3100,,수질,2026-01-16,3340000,부산광역시 사하구
㈜남청(1공장),부산광역시,사하구,부산광역시 사하구 다대로1066번길 42,부산광역시 사하구 장림동 1084-1,35.0779020813,128.9559900385,폐수배출시설 운영일지 미작성,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
효성어묵,부산광역시,사하구,부산광역시 사하구 다대로1066번길 40,부산광역시 사하구 장림동 1084-2,35.0769373409,128.9558847879,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),1661-2528,,수질,2026-01-16,3340000,부산광역시 사하구
화신피혁,부산광역시,사하구,부산광역시 사하구 다산로 270,부산광역시 사하구 장림동 1085-9,35.07682179,128.9548174162,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
혜인씨푸드,부산광역시,사하구,부산광역시 사하구 다산로225번길 52,부산광역시 사하구 장림동 1086-10,35.0760722511,128.9532710054,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
현우수산,부산광역시,사하구,부산광역시 사하구 다산로 261,부산광역시 사하구 장림동 1086-12,35.07580667,128.9535115,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
현대에프앤씨,부산광역시,사하구,부산광역시 사하구 장림로93번길 21,부산광역시 사하구 장림동 1082-1,35.08072209,128.9578842539,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
청산오리농장,경기도,안성시,경기도 안성시 원곡면 승량길 151,경기도 안성시 원곡면 성주리 202,37.08256498,127.1653237,물환경보전법 제42조 (허가의 취소 등),000-0000-0000,,수질,2025-12-31,4080000,경기도 안성시
청석데스리석재,경기도,안성시,경기도 안성시 일죽면 한다리길 92,경기도 안성시 일죽면 방초리 966-3,37.11852394,127.4163757,물환경보전법 제42조 (허가의 취소 등),000-0000-0000,,수질,2025-12-31,4080000,경기도 안성시
코모토(주),경기도,안성시,경기도 안성시 삼죽면 삼죽로 75,경기도 안성시 삼죽면 내강리 37,37.0719046242,127.3719123,물환경보전법 제42조 (허가의 취소 등),000-0000-0000,,수질,2025-12-31,4080000,경기도 안성시
(주)강성원우유,경기도,안성시,경기도 안성시 일죽면 종배길 56,경기도 안성시 일죽면 죽림리 460,37.07948401,127.4499569,물환경보전법 제42조 (허가의 취소 등),000-0000-0000,,수질,2025-12-31,4080000,경기도 안성시
라산석재,경기도,안성시,경기도 안성시 시청길 25,경기도 안성시 봉산동 31-3,37.0083078624,127.2792099773,물환경보전법 제42조 (허가의 취소 등),000-0000-0000,,수질,2025-12-31,4080000,경기도 안성시
만정세차장,경기도,안성시,경기도 안성시 시청길 25,경기도 안성시 봉산동 31-3,37.0083078624,127.2792099773,물환경보전법 제42조 (허가의 취소 등),000-0000-0000,,수질,2025-12-31,4080000,경기도 안성시
죽전석재,경기도,안성시,경기도 안성시 시청길 25,경기도 안성시 봉산동 31-3,37.0083078624,127.2792099773,물환경보전법 제42조 (허가의 취소 등),000-0000-0000,,수질,2025-12-31,4080000,경기도 안성시
대상석재산업,경기도,안성시,경기도 안성시 원곡면 지문로 399,경기도 안성시 원곡면 산하리 259,37.07142389,127.1438412,물환경보전법 제42조 (허가의 취소 등),000-0000-0000,,수질,2025-12-31,4080000,경기도 안성시
대명석재산업,경기도,안성시,경기도 안성시 삼죽면 용내길 232-31,경기도 안성시 삼죽면 내장리 206-13,37.08413868,127.398625,물환경보전법 제38조(배출시설 및 방지시설의 운영) 제3항,000-0000-0000,,수질,2025-12-31,4080000,경기도 안성시
대웅바이오(주),경기도,안성시,경기도 안성시 공단1로 69 (신건지동),경기도 안성시 신건지동 54-7,37.01442405,127.2443664,물환경보전법 제4조의 6(초과배출자에 대한 조치명령 등) 또는 제39조,000-0000-0000,,수질,2025-12-31,4080000,경기도 안성시
성심지게차(주),경기도,안성시,경기도 안성시 시청길 25,경기도 안성시 봉산동 31-3,37.0083078624,127.2792099773,대기환경보전법 제39조(자가측정) 의 1항,000-0000-0000,,대기,2025-12-31,4080000,경기도 안성시
(주)더시온,경기도,안성시,"경기도 안성시 보개면 이전봉산길 98-4, B동",경기도 안성시 보개면 이전리 212,37.06212278,127.2925058,대기환경보전법 제39조(자가측정) 의 1항,000-0000-0000,,대기,2025-12-31,4080000,경기도 안성시
(주)에스피산업개발,경기도,안성시,경기도 안성시 양성면 안성맞춤대로 2217-11 (주)에스피산업개발,경기도 안성시 양성면 노곡리 252 (주)에스피산업개발,37.10447544,127.2521038003,대기환경보전법 제31조(배출시설과 방지시설의 운영),000-0000-0000,,대기,2025-12-31,4080000,경기도 안성시
(주)에코진플러스,경기도,안성시,경기도 안성시 양성면 양성로 175-43,경기도 안성시 양성면 석화리 47,37.07252097,127.2017011355,대기환경보전법 제39조(자가측정) 의 1항,000-0000-0000,,대기,2025-12-31,4080000,경기도 안성시
해수산,부산광역시,사하구,부산광역시 사하구 다산로225번길 49,부산광역시 사하구 장림동 1087-21,35.0755646085,128.9525045922,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
해맑은식품,부산광역시,사하구,부산광역시 사하구 다대로1066번길 53,부산광역시 사하구 장림동 1081-10,35.07976974,128.9566134773,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-266-0808,,수질,2026-01-16,3340000,부산광역시 사하구
해나라 수산,부산광역시,사하구,부산광역시 사하구 다대로1066번길 50,부산광역시 사하구 장림동 1084,35.07845903,128.9568996,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
한양식품 장림지점,부산광역시,사하구,부산광역시 사하구 다산로225번길 59,부산광역시 사하구 장림동 1087-18,35.0769427196,128.9524314275,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-262-6697,,수질,2026-01-16,3340000,부산광역시 사하구
퍼플오션,부산광역시,사하구,부산광역시 사하구 다산로225번길 52,부산광역시 사하구 장림동 1086-10,35.0760722511,128.9532710054,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-923-1784,,수질,2026-01-16,3340000,부산광역시 사하구
태성물산,부산광역시,사하구,부산광역시 사하구 장림로93번길 19,부산광역시 사하구 장림동 1082-2,35.08060669,128.9576888161,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-261-9843,,수질,2026-01-16,3340000,부산광역시 사하구
청구수산,부산광역시,사하구,부산광역시 사하구 다산로225번길 63,부산광역시 사하구 장림동 1087-17,35.07701226,128.9522598,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
제일식품,부산광역시,사하구,부산광역시 사하구 다산로 274,부산광역시 사하구 장림동 1085-12,35.0771865841,128.9545401,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
제이에스산업,부산광역시,사하구,부산광역시 사하구 다산로 267,부산광역시 사하구 장림동 1086-9,35.0763529178,128.9541411997,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-266-0060,,수질,2026-01-16,3340000,부산광역시 사하구
정인수산,부산광역시,사하구,부산광역시 사하구 다산로225번길 63,부산광역시 사하구 장림동 1087-17,35.07701226,128.9522598,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
정원화학,부산광역시,사하구,부산광역시 사하구 다산로225번길 56,부산광역시 사하구 장림동 1086-7,35.07634265,128.9530174847,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
장원피혁,부산광역시,사하구,부산광역시 사하구 다산로 277,부산광역시 사하구 장림동 1086-3,35.07752903,128.9533486045,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-264-2139,,수질,2026-01-16,3340000,부산광역시 사하구
일진에이엔씨,부산광역시,사하구,부산광역시 사하구 다대로1066번길 47,부산광역시 사하구 장림동 1081-9,35.07896891,128.9568610057,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-261-9155,,수질,2026-01-16,3340000,부산광역시 사하구
유림수산유통,부산광역시,사하구,부산광역시 사하구 다산로225번길 58,부산광역시 사하구 장림동 1086-6,35.07673912,128.9530034,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-261-0216,,수질,2026-01-16,3340000,부산광역시 사하구
우영수산㈜,부산광역시,사하구,부산광역시 사하구 다산로 271,부산광역시 사하구 장림동 1086-8,35.0765580124,128.9535551104,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
오다고씨푸드,부산광역시,사하구,부산광역시 사하구 다산로 265,부산광역시 사하구 장림동 1086-14,35.0759564,128.9539283,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
에스엔에스식품,부산광역시,사하구,부산광역시 사하구 다대로1066번길 38,부산광역시 사하구 장림동 1085-8,35.07669362,128.955261459,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
에스아이홀푸드,부산광역시,사하구,부산광역시 사하구 다대로1066번길 45,부산광역시 사하구 장림동 1081-7,35.078974,128.9565574,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
씨케이글로벌㈜,부산광역시,사하구,부산광역시 사하구 다산로225번길 51,부산광역시 사하구 장림동 1087-20,35.07579125,128.9525776,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-266-4418,,수질,2026-01-16,3340000,부산광역시 사하구
신성피혁(1공장),부산광역시,사하구,부산광역시 사하구 다산로 268,부산광역시 사하구 장림동 1085-11,35.0765883546,128.9543843695,폐수배출허용기준 초과 총질소(T-N) 67.09㎎/L(기준 60㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
㈜신협전자,부산광역시,사하구,부산광역시 사하구 신산북로33번길 13,부산광역시 사하구 신평동 363-3,35.09186065,128.9677036607,폐수배출허용기준 초과,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
㈜신화금속 제2공장,부산광역시,사하구,부산광역시 사하구 다산로105번길 13,부산광역시 사하구 다대동 1514-2,35.0623190276,128.9560392386,폐수배출시설 및 방지시설 운영일지 미작성,051-266-6404,,수질,2026-01-16,3340000,부산광역시 사하구
연일금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 28,부산광역시 사하구 장림동 1088-8,35.0736905237,128.9535540496,폐수운영일지 미작성,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
호성산업사,부산광역시,사하구,부산광역시 사하구 하신중앙로3번길 20,부산광역시 사하구 장림동 865,35.0782297672,128.9625746389,폐수배출시설 변경신고 미이행,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
의료법인성신의료재단 다대수병원,부산광역시,사하구,부산광역시 사하구 다대로 565,부산광역시 사하구 다대동 769,35.05591868,128.9708486,폐수배출시설 및 방지시설 운영일지 미작성,051-260-1000,,수질,2026-01-16,3340000,부산광역시 사하구
남성주유소,부산광역시,사하구,부산광역시 사하구 하신중앙로 240,부산광역시 사하구 하단동 870-301,35.0999071723,128.9611318318,폐수배출시설 및 방지시설 운영일지 미작성,051-205-4631,,수질,2026-01-16,3340000,부산광역시 사하구
호성금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 30,부산광역시 사하구 장림동 1088-7,35.0740433088,128.9537461841,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-202-5146,,수질,2026-01-16,3340000,부산광역시 사하구
형제화학공업사,부산광역시,사하구,부산광역시 사하구 다산로225번길 25,부산광역시 사하구 장림동 1087-10,35.0735953,128.9531492,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-262-8479,,수질,2026-01-16,3340000,부산광역시 사하구
한성산업,부산광역시,사하구,부산광역시 사하구 다산로225번길 30,부산광역시 사하구 장림동 1088-7,35.0740433088,128.9537461841,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-905-9880,,수질,2026-01-16,3340000,부산광역시 사하구
태원산업,부산광역시,사하구,부산광역시 사하구 다산로 232,부산광역시 사하구 장림동 1089-6,35.0734978556,128.9556888999,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
태양금속,부산광역시,사하구,부산광역시 사하구 다산로 240,부산광역시 사하구 장림동 1089-5,35.0746001101,128.9562806333,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
태성산업,부산광역시,사하구,부산광역시 사하구 다산로225번길 30,부산광역시 사하구 장림동 1088-7,35.0740433088,128.9537461841,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-263-9977,,수질,2026-01-16,3340000,부산광역시 사하구
코아트라인,부산광역시,사하구,부산광역시 사하구 다산로225번길 24,부산광역시 사하구 장림동 1088-9,35.0736112837,128.9537329,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-261-4401,,수질,2026-01-16,3340000,부산광역시 사하구
진흥테크㈜,부산광역시,사하구,부산광역시 사하구 다산로225번길 34,부산광역시 사하구 장림동 1088-6,35.0743929,128.953527,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-262-8812,,수질,2026-01-16,3340000,부산광역시 사하구
진성금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 13,부산광역시 사하구 장림동 1087-15,35.07258162,128.9533875988,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
원테크,부산광역시,사하구,부산광역시 사하구 다산로 254,부산광역시 사하구 장림동 1089,35.0755786203,128.9549274,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-961-0013,,수질,2026-01-16,3340000,부산광역시 사하구
써테크씨앤피 장림지점,부산광역시,사하구,부산광역시 사하구 다산로 254,부산광역시 사하구 장림동 1089,35.0755786203,128.9549274,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
주식회사 더존테크,부산광역시,사하구,부산광역시 사하구 다산로225번길 46,부산광역시 사하구 장림동 1088-2,35.07545932,128.9530503121,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
제일금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 30,부산광역시 사하구 장림동 1088-7,35.0740433088,128.9537461841,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
일호금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 31,부산광역시 사하구 장림동 1087-8,35.07407893,128.9529851265,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
유성금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 27,부산광역시 사하구 장림동 1087-9,35.07383712,128.9531578709,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
위너택,부산광역시,사하구,부산광역시 사하구 다산로225번길 8,부산광역시 사하구 장림동 1088-14,35.0728767718,128.95424,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-263-1628,,수질,2026-01-16,3340000,부산광역시 사하구
우창금속,부산광역시,사하구,부산광역시 사하구 다산로 250,부산광역시 사하구 장림동 1089-1,35.0749804303,128.9552237547,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
우성연마,부산광역시,사하구,부산광역시 사하구 다산로 250,부산광역시 사하구 장림동 1089-1,35.0749804303,128.9552237547,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
우경금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 27,부산광역시 사하구 장림동 1087-9,35.07383712,128.9531578709,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L),051-266-1891,,수질,2026-01-16,3340000,부산광역시 사하구
영광사,부산광역시,사하구,부산광역시 사하구 다산로 250,부산광역시 사하구 장림동 1089-1,35.0749804303,128.9552237547,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-262-6373,,수질,2026-01-16,3340000,부산광역시 사하구
연일금속,부산광역시,사하구,부산광역시 사하구 다산로225번길 28,부산광역시 사하구 장림동 1088-8,35.0736905237,128.9535540496,폐수배출허용기준 초과 총유기탄소량(TOC) 96.4㎎/L(기준 75㎎/L) 시안함유량(CN) 2.82㎎/L(기준 1㎎/L),051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
해양산업명판,부산광역시,사하구,부산광역시 사하구 장평로15번길 14,부산광역시 사하구 장림동 525-9,35.06873639,128.9747974544,환경기술인 교육 미이수(폐수 위탁면제 과정),051-265-8522,,수질,2026-01-16,3340000,부산광역시 사하구
주식회사 서문,부산광역시,사하구,부산광역시 사하구 다대로1066번길 47,부산광역시 사하구 장림동 1081-9,35.0789803603,128.9568610057,환경기술인 교육 미이수,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
동흥,부산광역시,사하구,부산광역시 사하구 을숙도대로569번길 13,부산광역시 사하구 신평동 370-59,35.0867215832,128.9664121361,환경기술인 교육 미이수(2차),051-203-7880,,수질,2026-01-16,3340000,부산광역시 사하구
㈜유노테크,부산광역시,사하구,부산광역시 사하구 감천항로176번길 29,부산광역시 사하구 구평동 253-1,35.0787275433,128.9892225,폐수배출허용기준 초과구리 및 그 화합물 6.764mg/L(기준 3mg/L),051-264-8981,,수질,2026-01-16,3340000,부산광역시 사하구
기성전선㈜,부산광역시,사하구,부산광역시 사하구 장평로 219,부산광역시 사하구 신평동 531,35.0857385493,128.9722042206,폐수운영일지 미작성,051-203-1451,,수질,2026-01-16,3340000,부산광역시 사하구
대우제약㈜,부산광역시,사하구,부산광역시 사하구 다대로 153,부산광역시 사하구 신평동 579,35.08903756,128.9779444071,폐수배출허용기준 초과+총유기탄소량(TOC) 83.6㎎/L(기준 75㎎/L),051-204-3831,,수질,2026-01-16,3340000,부산광역시 사하구
대우제약㈜,부산광역시,사하구,부산광역시 사하구 다대로 153,부산광역시 사하구 신평동 579,35.08903756,128.9779444071,폐수배출허용기준 초과+총유기탄소량(TOC) 122.1㎎/L(기준 75㎎/L)+부유물질량(SS) 238.3㎎/L(기준 120㎎/L),051-204-3831,,수질,2026-01-16,3340000,부산광역시 사하구
의료법인 양경의료재단,부산광역시,사하구,부산광역시 사하구 감천로 59,부산광역시 사하구 감천동 713-5,35.0905940475,128.9990944967,폐수배출시설 운영일지(위탁처리 관련) 미작성,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
㈜성운,부산광역시,사하구,부산광역시 사하구 암남공원로 477,부산광역시 사하구 감천동 354,35.0807795655,129.0067448933,폐수배출시설 운영일지 허위기재,051-266-1373,,수질,2026-01-16,3340000,부산광역시 사하구
해수산,부산광역시,사하구,부산광역시 사하구 다산로225번길 49,부산광역시 사하구 장림동 1087-21,35.0755646085,128.9525045922,폐수배출시설 운영일지 미작성,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
성창사,부산광역시,사하구,부산광역시 사하구 다산로 230,부산광역시 사하구 장림동 1089-7,35.07365303,128.955885,폐수배출시설 변경신고 미이행,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
대경화학㈜,부산광역시,사하구,부산광역시 사하구 다산로226번길 33,부산광역시 사하구 장림동 1089-3,35.0749138958,128.9558352,폐수배출시설 변경신고 미이행,051-263-1490,,수질,2026-01-16,3340000,부산광역시 사하구
훼미리식품(주)부산공장,부산광역시,사하구,부산광역시 사하구 하신중앙로 175,부산광역시 사하구 신평동 646,35.09418276,128.9620466845,폐수운영일지 거짓 작성,051-000-0000,,수질,2026-01-16,3340000,부산광역시 사하구
